代码	名称	涨幅%	涨速%	市盈(TTM)	AB股总市值	现价	市盈(动)	涨跌	买价	卖价	总量	现量	换手%	今开	最高	最低	昨收	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	强弱度%	活跃度	笔均量	笔换手	连涨天	昨涨幅%	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	年涨停天	换手Z	流通市值Z	流通比例Z	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收帐款(亿)	预收账款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
688551	科威尔	10.74	-0.79	89.59	         59.82亿	74.78	   117.38	7.25	74.78	75.00	24223	296	         12.75	68.50	77.65	67.01	67.53	17820.53	  1.07	专用机械	安徽	15.76	73.57	10740	13483	  0.80	35	4	--  	145.06	          0.11	--  	--  	          0.19	         14.21亿	 11.16	   1989	     12	        0.0064	2	12.70	17.77	60.85	166.22	116.19	1	         12.75	         14.21亿	         23.75	110.71	2.41	KDJ金叉	8	8		1.44	14.99	-0.77	8.94	9.17	-3.70	11.60	20210716	20200910	          0.80	--  	--  	10.47	9.34	--  	10.82	9.70	0.56	0.09	1.01	5.51	0.61	0.83	--  	7.43	0.37	0.17	0.12	0.01	0.15	0.13	0.06	1.00	0.03	2.72	7103.00	          2675	20.00万	0.00	0.00	          6.41	2185.67	162.01	0.27	0.160㈠	         11.67	0.00	          9.29	          1.25	          0.03	         89.18	   1.36㈠	         55.27	         33.57	         34.51	0.05	299	688551	--  	--  	--  	
688676	金盘科技	10.36	0.22	31.61	         77.52亿	18.21	    40.66	1.71	18.20	18.21	108345	1023	         31.51	16.58	19.69	16.50	16.50	19610.87	  5.02	电气设备	海南	19.33	18.10	46264	62081	  0.75	218	99	--  	77.53	          0.14	--  	--  	          0.34	          6.26亿	 10.78	   2555	     42	        0.0123	2	8.20	12.54	13.11	9.90	83.94	0	         31.51	          6.26亿	          8.08	33.47	0.83	MACD金叉	3			0.48	19.33	0.00	9.70	9.83	-7.52	10.36	20210716	20210309	          4.26	--  	--  	44.19	23.55	          0.05	46.59	34.65	4.92	1.73	17.80	7.79	12.59	9.70	--  	10.42	5.67	4.20	0.53	0.00	0.53	0.48	0.44	8.41	-1.28	2.53	11911.00	          2886	5.26万	0.00	0.00	          3.29	-60.55	13.67	1.10	0.120㈠	          5.53	0.00	          2.45	          1.98	         -0.30	         53.29	   2.02㈠	         25.85	          9.40	          8.41	0.30	1826	688676	--  	--  	--  	
688529	豪森股份	9.89	-0.45	65.58	         41.11亿	32.12	--  	2.89	32.10	32.12	39665	673	         13.05	29.18	32.28	29.03	29.23	12265.79	  1.48	汽车配件	辽宁	11.12	30.92	15021	24644	  0.61	170	112	--  	8.75	          0.01	--  	--  	          0.30	          9.76亿	 10.31	   1914	     21	        0.0068	3	4.47	15.55	33.89	38.71	-12.40	1	         13.05	          9.76亿	         23.75	50.03	0.44	KDJ金叉	8	11		-0.17	10.43	-0.68	5.79	10.08	-0.50	10.64	20210728	20201109	          1.28	--  	--  	26.00	10.45	          0.02	59.72	20.21	3.31	1.11	14.89	1.67	12.61	1.92	--  	8.34	1.86	1.40	-0.02	0.00	-0.02	-0.01	-0.01	0.79	-1.63	-0.82	9569.00	          3177	10.20万	0.00	0.00	          3.94	-25.27	22.14	0.60	-0.010㈠	          8.16	0.00	          6.52	          0.62	         -1.27	         40.19	  -0.12㈠	         24.79	         -1.08	         -0.70	0.18	1507	688529	--  	--  	--  	
688586	江航装备	9.84	-0.03	52.67	        111.80亿	27.69	    63.47	2.48	27.68	27.69	88867	655	          5.14	25.80	27.98	25.48	25.21	24031.44	  1.26	航空	安徽	9.92	27.04	32661	56206	  0.58	1534	85	--  	185.55	          0.05	--  	--  	          1.73	         47.87亿	 10.26	   2837	     31	        0.0018	2	5.13	1.62	9.97	21.61	-10.39	0	          6.01	         40.97亿	         36.65	57.66	0.79	KDJ金叉	1	8	9	2.34	10.99	1.07	7.27	7.33	-1.04	8.67	20210730	20200731	          4.04	--  	--  	29.76	19.75	--  	33.65	22.84	5.09	0.67	5.69	6.87	4.76	4.54	--  	12.25	1.89	0.99	0.49	0.00	0.50	0.44	0.39	2.99	-1.21	-6.05	21658.00	          6832	18.92万	71.53	78.83	          5.66	-92.30	59.28	0.54	0.110㈠	          4.89	0.00	          3.03	          0.74	         -0.30	         66.35	   2.23㈠	         47.72	         26.24	         23.35	0.06	1343	688586	--  	--  	--  	
688345	博力威	9.66	1.02	56.38	         80.27亿	80.27	    42.89	7.07	80.10	80.27	68173	230	         33.63	74.34	84.15	72.34	73.20	53311.80	  2.33	电气设备	广东	16.13	78.20	31571	36602	  0.86	3	5	--  	552.84	          0.37	--  	--  	          0.20	         16.27亿	 10.08	   2881	     24	        0.0117	2	16.30	19.17	15.78	209.80	209.80	0	         33.63	         16.27亿	         20.27	65.06	0.00	-- -- 				1.56	14.96	-1.17	6.83	7.98	-4.61	10.96	20210716	20210611	          1.00	--  	--  	12.35	4.81	          0.03	60.75	9.87	1.09	0.22	6.96	1.58	4.02	3.09	--  	1.83	4.55	3.52	0.52	0.00	0.52	0.47	0.47	2.02	-0.06	-0.19	24879.00	           815	6.54万	0.00	0.00	          7.57	-1436.34	17.64	0.00	0.468㈠	         10.61	10.61	          1.83	          2.02	         -0.06	         38.98	   9.72㈠	         22.69	         11.53	         10.28	0.16	2048	688345	--  	--  	--  	
688068	热景生物	9.60	0.17	14.83	        105.70亿	169.95	     4.39	14.89	169.95	169.96	71228	1044	         16.55	158.99	170.00	152.30	155.06	116012.17	  2.34	医疗保健	北京	11.41	162.87	28935	42293	  0.68	226	37	--  	704.75	          0.13	--  	--  	          0.43	         73.13亿	 10.02	   3408	     21	        0.0049	4	2.09	18.69	-0.19	-18.69	353.32	6	         21.17	         57.19亿	         54.11	94.32	1.36	MACD金叉	14	10	12	2.53	9.63	-1.78	5.04	6.89	-0.03	11.59	20210716	20190930	          0.62	--  	--  	23.42	13.44	          0.04	42.44	19.80	1.94	0.58	9.55	8.26	3.47	0.55	--  	4.50	12.28	4.16	7.08	0.01	7.08	6.01	6.00	8.07	10.31	4.43	5809.00	          5793	98.45万	117192.70	3099.15	          7.86	10.26	8.61	0.88	9.670㈠	         21.61	0.00	          7.23	         12.97	         16.57	         57.38	  44.74㈠	         66.14	         57.65	         48.99	0.18	724	688068	--  	--  	--  	
688100	威胜信息	8.96	-0.23	40.16	        122.80亿	24.56	    36.68	2.02	24.53	24.56	32489	487	          1.97	23.00	24.83	22.56	22.54	7779.28	  1.17	通信设备	湖南	10.07	23.94	15368	17121	  0.90	6	50	--  	93.77	          0.04	--  	--  	          1.65	         40.60亿	  9.38	   2178	     15	        0.0009	2	0.67	-7.92	-1.17	15.17	12.22	0	          3.29	         24.27亿	         19.76	44.60	0.67	-- -- 	12	8	11	2.04	10.16	0.09	6.23	6.78	-1.09	8.87	20210730	20200121	          5.00	--  	--  	33.19	24.10	--  	27.39	28.68	2.34	0.70	8.99	14.33	2.11	9.23	--  	10.73	8.51	5.43	1.96	0.00	1.95	1.67	1.59	7.67	0.16	-1.08	7879.00	         12541	30.80万	22.25	26.68	          5.10	750.34	14.43	0.92	0.330㈡	          4.82	0.00	          2.15	          1.53	          0.03	         72.61	   6.95㈡	         36.20	         23.02	         19.67	0.74	721	688100	--  	--  	--  	
688395	正弦电气	8.96	0.53	33.31	         26.25亿	30.52	    44.34	2.51	30.52	30.53	40429	668	         23.10	27.75	30.78	27.75	28.01	12057.53	  2.41	电气设备	深圳	10.82	29.82	16074	24355	  0.66	201	6	--  	42.32	          0.09	--  	--  	          0.18	          5.34亿	  9.38	   2109	     19	        0.0110	2	4.75	4.24	15.74	8.00	93.78	0	         23.10	          5.34亿	         20.36	37.30	0.80	MACD金叉	6			-0.93	9.89	-0.93	6.48	9.98	-0.84	9.98	20210716	20210429	          0.86	--  	--  	4.53	3.20	--  	29.22	3.41	0.92	0.08	1.27	0.45	0.95	0.95	--  	0.33	0.95	0.60	0.17	0.00	0.17	0.15	0.14	1.91	-0.11	-0.12	22756.00	           769	2.35万	0.00	0.00	          4.25	-241.06	27.59	0.66	0.172㈠	          7.18	7.18	          0.39	          2.22	         -0.13	         70.78	   4.62㈠	         37.00	         17.45	         15.56	0.05	404	688395	--  	--  	--  	
688390	固德威	8.65	0.86	172.87	        506.00亿	575.00	   180.90	45.80	575.00	577.87	24689	58	         11.79	526.95	635.04	526.95	529.20	145593.61	  1.56	电气设备	江苏	20.43	589.71	13575	11114	  1.22	2	2	--  	506.29	          0.05	--  	--  	          0.21	        120.44亿	  9.08	   2444	     10	        0.0048	3	20.00	41.97	78.79	125.23	142.92	2	         11.79	        120.44亿	         23.80	194.40	1.96	多头排列	8	6		-0.43	20.00	-0.43	11.43	9.12	-9.45	9.12	20210716	20200904	          0.88	--  	--  	27.25	15.27	         -0.00	43.98	23.17	2.94	0.31	11.52	10.35	4.52	1.91	--  	9.47	4.45	2.76	0.81	-0.02	0.81	0.70	0.65	4.42	-0.32	0.93	5774.00	          3628	208.58万	0.00	0.00	         33.14	-1589.94	113.82	0.21	0.790㈠	         17.35	0.00	         10.76	          5.02	         -0.36	         56.04	   4.58㈠	         37.81	         18.27	         15.73	0.28	1567	688390	--  	--  	--  	
688800	瑞可达	8.65	1.51	162.09	        108.00亿	100.00	   147.13	7.96	100.00	100.34	48201	473	         21.94	98.00	102.80	93.10	92.04	47463.31	  1.21	元器件	江苏	10.54	98.47	21608	26593	  0.81	39	2	--  	458.34	          0.21	--  	--  	          0.22	         21.97亿	  9.07	   2409	     20	        0.0091	3	20.00	37.93	565.78	565.78	565.78	1	         21.94	         21.97亿	         20.34	146.69	0.00	KDJ金叉				6.48	11.69	1.15	6.98	2.04	-2.72	7.41	20210721	20210722	          1.08	--  	--  	10.12	5.70	          0.00	43.61	7.70	1.37	0.52	4.27	1.90	1.85	2.50	--  	1.92	3.45	2.66	0.42	0.01	0.42	0.37	0.33	2.75	0.25	-0.01	26874.00	           818	8.18万	0.00	0.00	         11.74	432.58	31.26	0.00	0.340㈡	          8.52	8.52	          1.77	          2.55	          0.23	         56.35	   6.43㈡	         22.90	         12.24	         10.63	0.17	765	688800	--  	--  	--  	
688516	奥特维	8.63	0.02	82.20	        161.18亿	163.35	    79.14	12.98	163.35	164.00	21946	134	          4.31	153.27	168.00	153.27	150.37	35406.82	  1.43	专用机械	江苏	9.80	161.34	9881	12065	  0.82	0	7	--  	126.37	          0.02	--  	--  	          0.51	         83.19亿	  9.05	   2323	      9	        0.0019	2	4.42	9.20	21.63	95.18	107.03	0	          5.38	         66.58亿	         41.31	103.75	2.29	KDJ金叉	12	8	12	1.93	11.72	1.93	7.29	6.58	-2.77	6.58	20210716	20200521	          0.99	--  	--  	31.63	11.41	--  	63.94	29.05	0.21	0.37	20.11	1.75	13.97	3.08	--  	8.59	3.67	2.29	0.63	0.01	0.63	0.51	0.46	1.53	0.15	-0.83	3823.00	         10662	174.17万	399.39	177.66	         14.13	1051.63	43.91	0.61	0.520㈠	         11.56	0.00	          8.70	          1.55	          0.16	         36.06	   4.46㈠	         37.55	         17.07	         13.87	0.31	1417	688516	--  	--  	--  	
688518	联赢激光	8.31	0.61	151.74	        102.95亿	34.41	   201.58	2.64	34.41	34.45	138928	956	          5.65	31.10	36.18	31.10	31.77	47798.99	  1.07	专用机械	深圳	15.99	34.41	53406	85522	  0.62	210	15	--  	51.50	          0.01	--  	--  	          2.46	         84.66亿	  8.73	   3741	     37	        0.0015	3	11.75	21.46	87.11	149.71	127.43	0	          5.65	         84.66亿	         82.23	153.73	1.35	上穿BOLL上轨	8	8	2	-2.11	13.88	-2.11	8.30	10.64	-4.89	10.64	20210716	20200622	          2.99	--  	--  	29.31	14.53	          0.00	50.41	26.40	0.28	0.67	14.37	4.12	10.20	3.85	0.04	7.72	2.28	1.42	0.13	0.04	0.13	0.13	0.06	3.42	0.33	0.86	15481.00	         15893	54.69万	7.41	40.71	          7.08	307.34	45.12	0.35	0.040㈠	          4.86	0.00	          2.58	          1.14	          0.11	         49.58	   0.88㈠	         37.87	          5.81	          5.60	0.20	1902	688518	--  	--  	--  	
688618	三旺通信	8.12	0.76	37.37	         23.49亿	46.48	   101.72	3.49	46.48	46.49	16223	186	         13.66	43.08	47.66	42.78	42.99	7333.43	  2.25	通信设备	深圳	11.35	45.20	7145	9078	  0.79	34	21	--  	10.77	          0.02	--  	--  	          0.12	          5.52亿	  8.54	   1240	     13	        0.0110	2	3.84	10.67	11.57	30.45	-12.73	0	         13.66	          5.52亿	         23.50	36.45	0.67	上穿BOLL上轨	8	13		0.21	10.86	-0.49	5.15	7.89	-2.48	8.65	20210716	20201230	          0.51	--  	--  	7.66	6.79	--  	11.43	7.08	0.04	0.23	0.77	1.26	0.65	0.74	--  	4.90	0.39	0.15	0.06	0.01	0.06	0.06	0.04	1.21	0.08	-3.22	5361.00	          2215	10.29万	0.00	0.00	          3.46	282.80	60.50	0.86	0.110㈠	         13.43	0.00	          9.69	          2.39	          0.16	         88.57	   0.85㈠	         61.05	         15.00	         14.87	0.11	409	688618	--  	--  	--  	
688298	东方生物	8.09	0.00	8.34	        235.18亿	195.98	     4.96	14.67	195.98	195.99	45997	336	          7.55	181.00	196.00	178.00	181.31	86510.47	  1.81	医疗保健	浙江	9.93	188.08	18939	27058	  0.70	51	23	--  	135.06	          0.02	--  	--  	          0.61	        119.41亿	  8.51	   3143	     15	        0.0024	2	0.45	8.39	-4.77	17.02	-1.42	0	         12.58	         71.64亿	         30.46	14.02	0.72	-- -- 	10	8	2	-0.17	8.10	-1.83	3.73	8.28	-0.01	10.10	20210716	20200205	          1.20	--  	--  	49.60	36.34	          0.07	26.59	46.08	1.72	0.14	13.10	30.20	6.20	4.83	--  	5.49	22.36	5.52	13.77	0.02	13.77	11.86	11.84	29.11	12.78	9.72	12837.00	          2848	55.81万	2601.42	1925.91	          6.47	18.41	10.52	2.14	9.890㈠	         30.29	0.00	          4.58	         24.26	         10.65	         73.28	  32.64㈠	         75.32	         61.60	         53.06	0.23	1392	688298	--  	--  	--  	
688299	长阳科技	8.04	-0.56	59.10	        109.30亿	38.68	    63.31	2.88	38.61	38.68	107769	511	          4.84	35.15	39.65	35.15	35.80	40998.84	  1.03	塑料	浙江	12.57	38.04	47375	60394	  0.78	4	208	--  	228.00	          0.04	--  	--  	          2.23	         86.11亿	  8.47	   3060	     35	        0.0016	2	5.23	7.59	45.96	47.18	55.47	0	          5.83	         71.45亿	         65.37	61.76	1.06	多头排列	8	8	12	-1.82	10.75	-1.82	6.27	10.04	-2.45	10.04	20210716	20191106	          2.83	--  	--  	22.30	18.04	--  	19.11	12.93	5.75	1.37	3.67	3.53	1.11	3.27	0.04	10.64	2.79	1.84	0.49	0.03	0.50	0.43	0.41	4.11	0.15	0.29	10457.00	         17665	68.33万	22.66	59.97	          6.06	717.40	39.18	0.26	0.150㈠	          6.38	0.00	          3.76	          1.46	          0.05	         80.89	   2.39㈠	         34.12	         17.69	         15.47	0.21	713	688299	--  	--  	--  	
