代码	名称	涨幅%	涨速%	市盈(TTM)	AB股总市值	现价	市盈(动)	涨跌	买价	卖价	总量	现量	换手%	今开	最高	最低	昨收	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	强弱度%	活跃度	笔均量	笔换手	连涨天	昨涨幅%	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	年涨停天	换手Z	流通市值Z	流通比例Z	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收帐款(亿)	预收账款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
301031	中熔电气	20.00	0.00	167.01	        118.98亿	179.52	   165.94	29.92	179.52	--  	17700	10	         10.68	157.01	179.52	157.01	149.60	30865.34	  0.66	电气设备	陕西	15.05	174.38	11980	5720	  2.09	5298	0	--  	580.92	          0.22	0.30	9510.97	          0.17	         29.75亿	 20.29	    832	     21	        0.0128	2	6.86	18.90	570.35	570.35	570.35	1	         10.68	         29.75亿	         25.00	214.82	0.00	KDJ金叉				4.95	20.00	4.95	16.57	14.34	0.00	14.34	20210730	20210715	          0.66	--  	--  	3.98	2.65	--  	33.45	3.14	0.27	0.12	1.32	0.29	0.57	1.18	0.00	0.86	0.71	0.40	0.19	0.00	0.20	0.18	0.16	1.13	-0.05	0.01	33156.00	           500	8.97万	0.00	0.00	         18.01	-2570.79	167.04	0.00	0.270㈠	          9.97	9.97	          1.30	          1.71	         -0.07	         66.55	   6.77㈠	         43.50	         26.64	         25.17	0.04	586	301031	--  	--  	--  	
301012	扬电科技	20.00	0.00	54.55	         28.17亿	33.54	    83.17	5.59	33.54	--  	78123	37	         39.23	27.81	33.54	27.79	27.95	25511.57	  3.79	电气设备	江苏	20.57	32.66	41429	36694	  1.13	9420	0	--  	15.57	          0.03	0.12	3159.47	          0.20	          6.68亿	 20.29	   1934	     40	        0.0203	2	2.46	17.03	-3.95	316.65	316.65	1	         39.23	          6.68亿	         23.70	57.41	0.00	MACD金叉				-0.50	20.00	-0.57	16.84	20.60	0.00	20.69	20210722	20210622	          0.84	--  	--  	6.30	3.93	--  	37.61	5.26	0.55	0.25	2.37	0.28	1.02	3.14	--  	2.45	0.87	0.68	0.10	0.00	0.10	0.08	0.09	0.76	-0.25	-0.28	21225.00	           938	3.15万	0.00	0.00	          5.40	-111.07	32.41	0.00	0.101㈠	          6.21	6.21	          2.92	          0.90	         -0.30	         62.39	   2.16㈠	         21.95	         11.26	          9.74	0.03	239	301012	--  	--  	--  	
300656	民德电子	20.00	0.00	92.90	         52.61亿	43.92	   101.91	7.32	43.92	--  	100988	42	         12.21	37.10	43.92	37.10	36.60	42031.79	  1.43	IT设备	深圳	18.63	41.62	48174	52814	  0.91	11792	0	--  	270.09	          0.19	0.12	5179.05	          0.83	         36.33亿	 20.29	   2466	     41	        0.0050	2	5.63	14.14	35.30	92.71	70.29	3	         26.44	         16.77亿	         31.88	101.95	0.04	上穿BOLL上轨	8	8	8	1.37	20.00	1.37	13.72	18.38	0.00	18.38	20210728	20170519	          1.20	--  	--  	8.20	5.48	          0.12	31.70	4.76	0.10	0.05	1.79	0.69	0.78	1.76	--  	1.79	0.86	0.59	0.14	0.00	0.14	0.13	0.12	2.22	0.07	-0.02	8078.00	          4728	20.77万	63.81	79.71	          9.60	771.61	61.12	0.21	0.108㈠	          4.58	0.00	          1.49	          1.86	          0.06	         66.87	   2.36㈠	         31.89	         16.59	         15.00	0.05	233	300656	--  	--  	--  	
300503	昊志机电	20.00	0.00	34.92	         39.67亿	12.96	    19.01	2.16	12.96	--  	252309	458	         12.76	11.19	12.96	11.17	10.80	30804.90	  5.48	机械基件	广东	16.57	12.21	102431	149878	  0.68	11472	0	--  	435.94	          0.27	0.05	1486.77	          1.98	         25.63亿	 20.29	   3270	     77	        0.0039	2	3.85	22.04	8.36	2.74	19.96	1	         17.18	         19.03亿	         47.97	53.15	0.24	MACD金叉	5	14	4	3.61	20.00	3.43	13.05	15.82	0.00	16.03	20210730	20160309	          3.06	--  	--  	24.77	12.53	          0.40	47.80	13.57	4.40	0.87	8.14	3.25	4.12	4.03	--  	5.53	6.19	3.41	1.26	0.00	1.26	1.04	0.93	3.57	0.65	1.96	16400.00	          8953	11.60万	59.62	34.87	          3.17	60.57	6.41	0.35	0.360㈡	          4.09	0.00	          1.81	          1.17	          0.21	         50.60	   8.32㈡	         44.95	         20.39	         16.86	0.36	1637	300503	--  	--  	--  	
300925	法本信息	19.99	0.00	45.03	         55.09亿	25.03	    65.53	4.17	25.03	--  	137240	122	         24.94	20.96	25.03	20.65	20.86	32687.53	  3.09	软件服务	深圳	21.00	23.82	79169	58071	  1.36	7209	0	--  	25.36	          0.02	0.05	1804.41	          0.55	         13.77亿	 20.28	   3015	     46	        0.0083	2	3.11	19.59	2.29	20.06	-9.47	2	         24.94	         13.77亿	         25.00	45.33	0.39	KDJ金叉	1	2		0.48	19.99	-1.01	14.18	19.42	0.00	21.21	20210716	20201230	          2.20	--  	--  	15.44	11.40	--  	26.19	14.29	0.25	0.01	3.39	3.52	0.06	7.20	--  	6.67	6.41	4.88	0.25	0.00	0.25	0.21	0.16	3.11	-1.52	-5.19	27734.00	          1984	4.97万	0.00	0.00	          4.83	-36.32	8.59	0.24	0.095㈠	          5.18	0.00	          3.03	          1.41	         -0.69	         73.81	   1.84㈠	         23.88	          3.93	          3.28	0.31	13335	300925	--  	--  	--  	
300508	维宏股份	19.99	0.00	50.47	         39.46亿	43.40	    44.71	7.23	43.40	--  	65465	89	         14.45	43.40	43.40	39.39	36.17	28180.08	  1.83	软件服务	上海	11.09	43.05	29589	35876	  0.82	5956	0	--  	4242.87	          3.43	0.09	2584.90	          0.45	         19.66亿	 20.28	    523	    125	        0.0276	5	20.01	58.23	47.67	99.03	84.16	3	         22.99	         12.36亿	         31.32	135.67	0.57	-- -- 	8	8	2	19.99	19.99	8.90	19.01	0.00	0.00	10.18	20210729	20160419	          0.91	--  	--  	7.81	6.00	          0.02	22.85	3.48	1.06	0.41	1.11	0.96	0.67	0.48	--  	1.66	2.17	0.97	0.50	0.06	0.51	0.44	0.38	3.10	0.08	-0.14	7905.00	          3602	15.63万	989.17	156.54	          6.57	507.62	18.18	0.08	0.480㈡	          6.60	0.00	          1.83	          3.41	          0.09	         76.90	   7.35㈡	         55.28	         23.21	         20.33	0.41	486	300508	--  	--  	--  	
300153	科泰电源	19.97	0.00	--  	         29.02亿	9.07	   258.52	1.51	9.07	--  	475637	1561	         14.99	7.80	9.07	7.77	7.56	41446.74	  1.64	电气设备	上海	17.20	8.71	244113	231524	  1.05	62342	0	--  	367.61	          0.28	0.13	5654.42	          3.17	         28.78亿	 20.26	   2338	    203	        0.0064	2	6.03	16.88	23.74	29.39	41.94	6	         27.91	         15.46亿	         53.25	--  	1.38	KDJ金叉	8	8	14	3.17	19.97	2.78	15.26	16.28	0.00	16.73	20210716	20101229	          3.20	--  	--  	13.57	7.58	          0.08	43.57	9.31	1.17	0.22	5.07	1.67	3.00	3.95	--  	4.89	1.88	1.64	0.03	-0.01	0.03	0.03	0.02	-0.88	-0.52	0.00	26891.00	          6337	5.75万	113.15	91.03	          3.83	-55.47	15.43	0.00	0.009㈠	          2.37	0.00	          1.53	         -0.27	         -0.16	         55.85	   0.37㈠	         12.96	          1.76	          1.49	0.03	322	300153	--  	--  	--  	
300289	利德曼	19.97	0.12	--  	         34.15亿	8.11	   136.16	1.35	8.10	8.11	630967	7876	         15.11	6.71	8.11	6.60	6.76	48299.21	  4.56	生物制药	北京	22.34	7.65	319505	311462	  1.03	1053	5833	--  	31.00	          0.02	--  	--  	          4.18	         33.87亿	 20.26	   3730	    169	        0.0041	3	0.60	31.02	27.32	21.23	37.69	1	         23.32	         21.95亿	         64.27	--  	0.28	多头排列	6	3	1	-0.74	19.97	-2.37	13.24	20.86	0.00	22.88	20210721	20120216	          4.21	--  	--  	16.05	12.68	          1.23	13.34	6.64	5.69	0.45	1.15	3.20	0.93	2.17	--  	2.43	1.16	0.53	0.13	0.00	0.13	0.06	0.06	5.54	0.15	-0.33	21637.00	         12506	10.14万	140.52	107.27	          2.69	222.66	29.51	0.00	0.010㈠	          3.01	0.00	          0.58	          1.32	          0.04	         79.02	   0.49㈠	         54.05	         11.49	          5.42	0.09	528	300289	--  	--  	--  	
300329	海伦钢琴	19.96	0.00	76.83	         32.98亿	13.04	    62.28	2.17	13.03	13.04	714852	13861	         28.35	11.00	13.04	10.89	10.87	87475.20	  2.04	文教休闲	浙江	19.78	12.24	329581	385271	  0.86	10	5674	--  	2938.43	          1.91	--  	--  	          2.52	         32.89亿	 20.25	   4069	    176	        0.0070	3	19.98	72.71	93.19	107.78	83.25	4	         51.08	         18.25亿	         55.34	103.58	0.65	多头排列	6	6	3	1.20	19.96	0.18	12.57	18.55	0.00	19.74	20210729	20120619	          2.53	--  	--  	13.18	10.10	          0.03	23.09	5.86	2.00	0.58	2.92	0.84	2.75	1.29	--  	3.63	1.30	0.96	0.15	0.04	0.15	0.13	0.13	3.44	-0.21	-0.17	20855.00	          6710	8.75万	514.66	86.61	          3.27	-158.02	25.45	0.11	0.050㈠	          3.99	0.00	          1.44	          1.36	         -0.08	         76.65	   1.31㈠	         26.13	         11.27	         10.22	0.05	1276	300329	--  	--  	--  	
300129	泰胜风能	18.68	0.22	15.81	         64.87亿	9.02	    21.26	1.42	9.01	9.02	1552420	14159	         27.46	7.45	9.12	7.28	7.60	132957.29	  2.02	电气设备	上海	24.21	8.56	627668	924752	  0.68	420	6784	--  	419.06	          0.11	--  	--  	          5.65	         50.99亿	 18.97	   4532	    343	        0.0061	2	3.40	15.34	50.58	45.02	20.27	3	         29.22	         47.92亿	         73.87	18.60	0.00	多头排列	6	6	10	-1.97	20.00	-4.21	12.69	21.07	-1.10	23.90	20210716	20101019	          7.19	--  	--  	47.19	26.67	          0.25	42.95	36.67	6.57	2.22	19.88	5.41	13.04	12.18	--  	7.12	3.53	2.75	0.92	0.02	0.91	0.76	0.70	11.60	-0.53	-0.59	66884.00	          7943	7.16万	416.88	37.50	          2.43	-122.98	18.39	1.11	0.106㈠	          3.71	0.00	          0.99	          1.61	         -0.07	         56.51	   2.86㈠	         22.11	         25.97	         21.63	0.11	863	300129	--  	--  	--  	
300346	南大光电	17.61	-1.17	353.37	        334.79亿	82.28	   196.48	12.32	82.27	82.28	884955	10460	         23.21	71.00	83.58	70.00	69.96	684052.22	  1.21	元器件	江苏	19.41	77.30	417860	467095	  0.89	10	207	--  	12761.54	          0.62	--  	--  	          3.81	        313.72亿	 17.90	   4749	    186	        0.0049	4	20.00	62.61	125.30	197.90	104.32	2	         30.47	        238.95亿	         71.37	384.74	1.64	多头排列	8	6	8	1.49	19.47	0.06	10.49	15.89	-1.56	17.54	20210716	20120807	          4.07	--  	--  	28.37	13.69	          2.73	42.10	12.11	9.49	3.96	5.61	6.32	1.45	2.43	--  	4.49	2.11	1.16	0.57	0.00	0.60	0.43	0.32	5.24	0.67	0.64	74390.00	          3904	32.12万	22.15	76.74	         24.45	499.89	158.55	0.05	0.110㈠	          3.37	0.00	          1.10	          1.29	          0.16	         48.27	   3.11㈠	         44.86	         27.23	         20.17	0.24	711	300346	--  	--  	--  	
300536	农尚环境	15.46	-0.36	663.36	         47.31亿	16.13	  1029.23	2.16	16.12	16.13	105606	830	          4.82	13.82	16.75	13.82	13.97	16420.45	  4.84	建筑工程	湖北	20.97	15.55	38418	67188	  0.57	10	201	--  	0.00	          0.00	--  	--  	          2.19	         35.35亿	 15.75	   2356	     45	        0.0020	2	5.35	15.96	22.87	15.32	24.20	2	          9.65	         17.66亿	         37.33	661.45	0.44	MACD金叉	6	8	12	-1.07	19.90	-1.07	11.30	16.71	-3.70	16.71	20210716	20160920	          2.93	--  	--  	10.95	6.10	         -0.00	44.32	9.52	0.31	0.00	4.77	2.41	0.02	0.51	--  	0.08	0.80	0.68	0.02	0.00	0.01	0.01	0.02	2.72	-0.46	-0.97	6520.00	         16793	27.09万	-1.77	-2.13	          7.75	-103.27	59.05	0.02	0.004㈠	          2.08	0.00	          0.03	          0.93	         -0.16	         55.69	   0.19㈠	         14.79	          2.02	          1.43	0.02	135	300536	--  	--  	--  	
300378	鼎捷软件	14.75	0.09	35.25	         58.64亿	22.01	    85.76	2.83	22.01	22.02	218773	1776	          8.23	19.88	22.30	19.67	19.18	46620.12	  2.97	软件服务	上海	13.71	21.31	79194	139579	  0.57	63	135	--  	230.41	          0.06	--  	--  	          2.66	         58.52亿	 15.05	   4033	     54	        0.0020	2	3.28	12.34	-5.82	24.42	-18.93	4	         11.40	         42.24亿	         72.03	48.31	0.67	KDJ金叉	10	2	11	3.65	16.27	2.55	11.10	10.71	-1.30	11.90	20210730	20140127	          2.66	--  	--  	24.99	15.54	          0.09	37.46	14.43	7.31	1.17	8.56	8.12	0.45	1.26	--  	6.79	7.23	2.71	0.47	0.03	0.47	0.34	0.25	5.71	-0.09	2.92	25000.00	          7676	16.89万	417.68	20.14	          3.77	-627.83	8.11	0.45	0.130㈡	          5.83	0.00	          2.55	          2.14	         -0.04	         62.18	   2.20㈡	         62.49	          6.49	          4.73	0.87	3886	300378	--  	--  	--  	
300165	天瑞仪器	14.66	-0.69	142.76	         28.38亿	5.71	    46.23	0.73	5.71	5.72	435792	7057	         14.45	4.97	5.88	4.97	4.98	23958.66	  4.15	电器仪表	江苏	18.27	5.50	157825	277967	  0.57	144	984	--  	12.08	          0.01	--  	--  	          3.02	         17.22亿	 14.95	   3701	    118	        0.0039	2	3.53	13.07	12.18	33.07	15.33	1	         15.97	         15.59亿	         54.92	134.46	0.25	MACD金叉	8	8	11	-0.20	18.07	-0.20	10.40	14.89	-2.89	14.89	20210727	20110125	          4.97	--  	--  	26.79	17.08	          0.47	34.52	16.07	2.04	0.18	6.58	4.39	5.09	3.44	0.00	7.87	2.09	0.99	0.21	0.00	0.21	0.15	0.16	3.38	-0.23	-0.17	22552.00	         12103	6.91万	-7.40	44.67	          1.66	-121.05	13.55	0.16	0.031㈠	          3.44	0.00	          1.58	          0.68	         -0.05	         63.74	   0.90㈠	         52.70	         10.10	          7.33	0.19	1544	300165	--  	--  	--  	
300428	立中集团	14.29	-0.43	22.77	        107.90亿	17.99	    20.25	2.25	17.98	17.99	328474	3016	         15.37	15.75	18.59	15.74	15.74	56780.41	  2.23	铝	河北	18.11	17.29	132824	195650	  0.68	41	1337	--  	46.46	          0.02	--  	--  	          2.14	         38.46亿	 14.58	   4034	     81	        0.0038	2	11.55	21.79	37.54	41.36	25.23	0	         24.44	         24.18亿	         22.41	24.94	0.50	上穿BOLL上轨	6	8	9	0.06	18.11	0.00	9.82	14.22	-3.23	14.29	20210716	20150319	          6.00	--  	--  	118.62	45.63	          2.07	59.79	84.57	20.91	5.29	58.28	15.14	22.52	26.58	--  	10.66	42.89	38.92	1.82	0.02	1.82	1.33	1.10	27.35	-3.40	-1.62	19921.00	          6747	12.14万	45.02	54.44	          2.36	-31.76	2.52	0.47	0.230㈠	          7.61	0.00	          1.78	          4.56	         -0.57	         38.47	   2.92㈠	          9.25	          4.24	          3.11	0.90	8698	300428	--  	--  	--  	
